ref_no,event_ts,debit_acct,credit_acct,txn_value,ccy,activity_code,channel_cd,orig_ctry,dest_ctry,aml_flag,typology
T-000897,2025-04-29 03:28:00.000000,ACC-N0088,ACC-N0134,7549.76,USD,WD,BRN,US,GB,,
T-000898,2025-04-25 21:38:00.000000,ACC-SMF12,ACC-N0190,11061.27,USD,XFER,MOB,DE,SG,,
T-000899,2025-03-26 02:02:00.000000,ACC-N0034,ACC-N0198,6504.88,USD,XFER,MOB,AU,AU,,
T-000900,2025-05-20 11:36:00.000000,ACC-N0020,ACC-N0135,8738.09,USD,XFER,MOB,GB,SG,,
T-000901,2025-04-25 09:08:00.000000,ACC-N0202,ACC-LAY15,9488.24,USD,XFER,MOB,SG,AU,,
T-000902,2025-03-26 19:22:00.000000,ACC-STR11,ACC-N0088,9338.64,USD,CSH,BRN,US,US,Y,STRUCTURING
T-000903,2025-03-13 23:33:00.000000,ACC-N0170,ACC-SMF14,3028.2,USD,DEP,BRN,FR,SG,,
T-000904,2025-04-15 14:04:00.000000,ACC-N0168,ACC-N0139,10611.06,USD,XFER,MOB,CA,GB,,
T-000905,2025-03-10 00:32:00.000000,ACC-N0040,ACC-N0167,1629.36,USD,WD,ATM,FR,JP,,
T-000906,2025-04-27 05:26:00.000000,ACC-RCO01,ACC-SMF21,11823.81,USD,WD,BRN,DE,GB,,
T-000907,2025-05-08 01:04:00.000000,ACC-N0197,ACC-LAY07,8037.69,USD,DEP,BRN,AU,FR,,
T-000908,2025-03-23 18:55:00.000000,ACC-N0199,ACC-N0082,185.3,USD,XFER,MOB,AU,AU,,
T-000909,2025-04-30 17:01:00.000000,ACC-N0146,ACC-SMF15,5998.75,USD,XFER,MOB,US,CA,,
T-000910,2025-03-19 00:47:00.000000,ACC-N0142,ACC-N0066,12790.4,USD,WD,ATM,CA,CA,,
T-000911,2025-03-31 16:58:00.000000,ACC-N0039,ACC-SMF03,1093.5,USD,WD,ATM,AU,CA,,
T-000912,2025-03-30 21:55:00.000000,ACC-N0046,ACC-N0015,4169.08,USD,XFER,ONL,FR,CA,,
T-000913,2025-05-14 04:16:00.000000,ACC-LAY20,ACC-N0186,10695.17,USD,DEP,BRN,FR,JP,,
T-000914,2025-04-20 12:50:00.000000,ACC-N0137,ACC-N0191,8060.36,USD,DEP,ATM,DE,CA,,
T-000915,2025-05-20 07:53:00.000000,ACC-N0134,ACC-N0159,69.88,USD,XFER,MOB,JP,AU,,
T-000916,2025-04-02 15:10:00.000000,ACC-N0128,ACC-N0021,10881.94,USD,XFER,MOB,FR,JP,,
T-000917,2025-04-14 12:34:00.000000,ACC-N0171,ACC-N0147,13230.36,USD,XFER,MOB,FR,CA,,
T-000918,2025-05-25 08:27:00.000000,ACC-N0164,ACC-N0113,1592.91,USD,XFER,MOB,DE,SG,,
T-000919,2025-03-02 15:54:00.000000,ACC-N0211,ACC-SMF10,9748.09,USD,WD,ATM,DE,DE,,
T-000920,2025-04-28 00:44:00.000000,ACC-N0156,ACC-LAY03,8880.78,USD,DEP,ONL,US,GB,,
T-000921,2025-04-07 11:12:00.000000,ACC-N0102,ACC-N0098,1804.53,USD,XFER,ONL,FR,GB,,
T-000922,2025-05-26 02:41:00.000000,ACC-STR04,ACC-LAY19,9235.39,USD,XFER,ATM,US,US,Y,STRUCTURING
T-000923,2025-03-16 17:17:00.000000,ACC-STR10,ACC-N0204,8840.57,USD,CSH,BRN,US,US,Y,STRUCTURING
T-000924,2025-05-29 07:03:00.000000,ACC-N0162,ACC-RCO01,12452.65,USD,WD,ATM,FR,SG,,
T-000925,2025-05-04 07:54:00.000000,ACC-N0138,ACC-N0056,11791.92,USD,XFER,ONL,FR,DE,,
T-000926,2025-05-18 10:20:00.000000,ACC-N0160,ACC-HUB04,5621.86,USD,XFER,ONL,CA,GB,,
T-000927,2025-05-18 04:02:00.000000,ACC-N0163,ACC-N0080,14843.85,USD,DEP,BRN,CA,CA,,
T-000928,2025-05-08 05:53:00.000000,ACC-LAY18,ACC-N0195,3014.76,USD,DEP,BRN,DE,FR,,
T-000929,2025-05-18 13:27:00.000000,ACC-SMF19,ACC-N0215,11973.23,USD,DEP,ATM,CA,GB,,
T-000930,2025-04-17 18:33:00.000000,ACC-N0171,ACC-STR03,1969.08,USD,XFER,MOB,US,FR,,
T-000931,2025-03-31 13:53:00.000000,ACC-N0043,ACC-N0081,13477.2,USD,XFER,MOB,GB,US,,
T-000932,2025-04-29 23:18:00.000000,ACC-STR05,ACC-N0048,8804.88,USD,XFER,BRN,US,US,Y,STRUCTURING
T-000933,2025-04-26 06:24:00.000000,ACC-N0088,ACC-SMF04,8743.37,USD,XFER,ONL,FR,SG,,
T-000934,2025-04-12 13:06:00.000000,ACC-RCO09,ACC-N0148,6598.83,USD,DEP,BRN,CA,JP,,
T-000935,2025-05-17 02:34:00.000000,ACC-STR02,ACC-N0162,9634.96,USD,XFER,BRN,US,US,Y,STRUCTURING
T-000936,2025-04-03 02:17:00.000000,ACC-N0051,ACC-N0003,6146.99,USD,XFER,ONL,FR,FR,,
T-000937,2025-03-14 02:10:00.000000,ACC-N0103,ACC-N0072,10042.91,USD,DEP,ONL,SG,FR,,
T-000938,2025-03-24 02:03:00.000000,ACC-N0026,ACC-STR06,8344.34,USD,XFER,MOB,US,GB,,
T-000939,2025-05-06 10:37:00.000000,ACC-RCO07,ACC-N0197,6518.71,USD,XFER,MOB,US,SG,,
T-000940,2025-03-07 09:54:00.000000,ACC-N0013,ACC-N0090,10357.47,USD,WD,BRN,CA,CA,,
T-000941,2025-05-18 21:30:00.000000,ACC-N0096,ACC-N0031,9649.8,USD,XFER,ONL,GB,AU,,
T-000942,2025-03-16 15:00:00.000000,ACC-N0045,ACC-N0004,14395.8,USD,XFER,MOB,FR,DE,,
T-000943,2025-03-02 01:49:00.000000,ACC-SMF07,ACC-N0020,8716.85,USD,WD,ATM,GB,AU,,
T-000944,2025-05-19 13:00:00.000000,ACC-N0028,ACC-SMF12,5751.57,USD,WD,BRN,SG,CA,,
T-000945,2025-03-14 11:57:00.000000,ACC-N0109,ACC-N0123,14858.38,USD,XFER,ONL,CA,CA,,
T-000946,2025-05-18 11:16:00.000000,ACC-STR11,ACC-N0077,9959.43,USD,DEP,BRN,SG,SG,,
T-000947,2025-03-14 06:02:00.000000,ACC-STR09,ACC-N0060,3949.89,USD,XFER,ONL,CA,AU,,
T-000948,2025-05-24 09:47:00.000000,ACC-N0122,ACC-N0012,14620.29,USD,WD,ATM,CA,AU,,
T-000949,2025-04-30 17:02:00.000000,ACC-N0080,ACC-STR07,6835.95,USD,XFER,ONL,JP,DE,,
T-000950,2025-04-04 00:31:12.084457,ACC-RCO03,ACC-N0207,3931.17,USD,CSH,ATM,US,US,Y,RAPID_CASHOUT
T-000951,2025-05-18 04:51:00.000000,ACC-N0127,ACC-N0069,12039.19,USD,XFER,MOB,DE,US,,
T-000952,2025-03-31 07:23:00.000000,ACC-N0194,ACC-N0205,13199.55,USD,XFER,MOB,GB,DE,,
T-000953,2025-05-05 03:10:00.000000,ACC-STR03,ACC-N0005,9818.82,USD,XFER,ATM,US,US,Y,STRUCTURING
T-000954,2025-04-25 08:16:00.000000,ACC-N0139,ACC-N0033,9769.63,USD,XFER,ONL,FR,JP,,
T-000955,2025-04-09 19:17:00.000000,ACC-N0125,ACC-N0109,1873.15,USD,XFER,MOB,GB,JP,,
T-000956,2025-04-02 11:24:00.000000,ACC-N0209,ACC-N0013,10506.43,USD,XFER,MOB,AU,CA,,
T-000957,2025-03-21 20:40:00.000000,ACC-N0016,ACC-N0129,5931.59,USD,DEP,BRN,FR,AU,,
T-000958,2025-04-11 01:26:00.000000,ACC-N0031,ACC-N0030,8007.48,USD,XFER,ONL,US,SG,,
T-000959,2025-05-08 08:33:00.000000,ACC-SMF20,ACC-N0006,3681.97,USD,DEP,ONL,FR,US,,
T-000960,2025-04-23 14:30:00.000000,ACC-N0029,ACC-N0076,3908.85,USD,XFER,MOB,SG,FR,,
T-000961,2025-05-25 19:08:00.000000,ACC-N0012,ACC-N0045,3571.0,USD,XFER,ONL,SG,US,,
T-000962,2025-04-24 07:42:00.000000,ACC-N0109,ACC-N0041,5081.45,USD,XFER,MOB,CA,FR,,
T-000963,2025-03-02 09:27:00.000000,ACC-N0070,ACC-N0094,2531.3,USD,WD,BRN,JP,GB,,
T-000964,2025-05-05 07:08:00.000000,ACC-N0107,ACC-N0153,578.6,USD,WD,BRN,CA,JP,,
T-000965,2025-03-16 09:30:00.000000,ACC-N0216,ACC-N0055,13711.7,USD,WD,BRN,FR,FR,,
T-000966,2025-04-17 05:37:00.000000,ACC-HUB03,ACC-N0163,6293.89,USD,DEP,ONL,US,FR,,
T-000967,2025-05-11 22:05:00.000000,ACC-N0132,ACC-N0159,8912.02,USD,WD,BRN,SG,DE,,
T-000968,2025-04-30 00:48:00.000000,ACC-STR09,ACC-N0215,4238.75,USD,WD,ATM,GB,GB,,
T-000969,2025-04-16 00:56:00.000000,ACC-N0118,ACC-N0177,7502.55,USD,WD,BRN,DE,CA,,
T-000970,2025-04-18 19:05:00.000000,ACC-N0152,ACC-N0109,10043.66,USD,DEP,ATM,FR,SG,,
T-000971,2025-03-23 22:00:00.000000,ACC-N0068,ACC-N0092,4470.34,USD,WD,ATM,US,AU,,
T-000972,2025-05-06 06:09:00.000000,ACC-STR02,ACC-N0051,1641.72,USD,DEP,ATM,AU,DE,,
T-000973,2025-03-11 07:37:00.000000,ACC-N0070,ACC-N0162,7274.65,USD,WD,BRN,JP,DE,,
T-000974,2025-05-03 01:11:00.000000,ACC-N0050,ACC-N0036,1814.17,USD,XFER,ONL,AU,CA,,
T-000975,2025-04-06 22:06:00.000000,ACC-N0093,ACC-N0011,9823.67,USD,DEP,ATM,GB,CA,,
T-000976,2025-03-04 21:16:00.000000,ACC-N0190,ACC-LAY02,1531.9,USD,XFER,ONL,CA,SG,,
T-000977,2025-04-10 13:49:00.000000,ACC-N0197,ACC-N0165,8774.91,USD,XFER,MOB,GB,GB,,
T-000978,2025-04-04 23:10:00.000000,ACC-N0116,ACC-N0121,9899.41,USD,XFER,MOB,SG,CA,,
T-000979,2025-05-28 05:25:00.000000,ACC-N0056,ACC-N0033,1953.24,USD,WD,ATM,FR,CA,,
T-000980,2025-03-11 09:08:00.000000,ACC-N0048,ACC-N0215,937.11,USD,XFER,ONL,DE,AU,,
T-000981,2025-05-16 08:22:00.000000,ACC-N0043,ACC-HUB04,12674.01,USD,XFER,ONL,SG,GB,,
T-000982,2025-04-19 06:34:00.000000,ACC-N0181,ACC-N0062,13174.87,USD,XFER,ONL,SG,DE,,
T-000983,2025-03-25 10:09:00.000000,ACC-N0020,ACC-N0090,6572.49,USD,XFER,MOB,CA,AU,,
T-000984,2025-03-17 04:28:00.000000,ACC-N0026,ACC-N0130,11665.93,USD,XFER,MOB,DE,AU,,
T-000985,2025-03-23 06:00:00.000000,ACC-N0085,ACC-N0102,2012.26,USD,WD,BRN,DE,FR,,
T-000986,2025-04-29 04:27:00.000000,ACC-N0130,ACC-N0095,14731.02,USD,XFER,ONL,SG,SG,,
T-000987,2025-05-21 14:10:00.000000,ACC-N0220,ACC-STR10,3416.14,USD,XFER,ONL,AU,SG,,
T-000988,2025-04-17 14:37:00.000000,ACC-N0012,ACC-N0141,9124.76,USD,WD,ATM,AU,US,,
T-000989,2025-04-29 15:54:00.000000,ACC-N0086,ACC-N0079,11844.7,USD,DEP,ATM,AU,GB,,
T-000990,2025-05-17 22:39:00.000000,ACC-LAY07,ACC-N0140,1442.15,USD,XFER,MOB,SG,FR,,
T-000991,2025-04-07 11:16:00.000000,ACC-N0136,ACC-N0020,4477.25,USD,DEP,ATM,AU,AU,,
T-000992,2025-04-28 13:31:00.000000,ACC-N0063,ACC-N0189,6697.95,USD,WD,ATM,CA,SG,,
T-000993,2025-05-15 03:56:00.000000,ACC-N0179,ACC-STR02,4180.02,USD,XFER,MOB,FR,GB,,
T-000994,2025-03-06 16:56:00.000000,ACC-RCO07,ACC-N0196,10717.48,USD,XFER,ONL,DE,FR,,
T-000995,2025-03-04 05:29:00.000000,ACC-N0013,ACC-N0064,14567.27,USD,WD,ATM,JP,CA,,
T-000996,2025-05-22 21:47:00.000000,ACC-STR04,ACC-LAY19,9761.01,USD,XFER,ATM,US,US,Y,STRUCTURING
T-000997,2025-05-01 02:05:00.000000,ACC-STR06,ACC-SMF24,9243.24,USD,CSH,BRN,US,US,Y,STRUCTURING
T-000998,2025-04-02 16:28:00.000000,ACC-N0185,ACC-N0161,3198.64,USD,WD,BRN,US,GB,,
T-000999,2025-05-19 08:10:00.000000,ACC-LAY10,ACC-N0129,2100.81,USD,XFER,ONL,DE,SG,,
T-001000,2025-03-09 23:21:00.000000,ACC-N0025,ACC-N0160,14492.6,USD,XFER,MOB,CA,FR,,
T-001001,2025-04-18 22:30:00.000000,ACC-N0166,ACC-N0104,8890.96,USD,XFER,MOB,DE,US,,
T-001002,2025-05-14 00:18:00.000000,ACC-N0202,ACC-STR02,2332.48,USD,XFER,MOB,CA,CA,,
T-001003,2025-05-18 14:04:15.695509,ACC-HUB01,ACC-SMF01,8177.05,USD,XFER,ONL,US,US,Y,SMURFING
T-001004,2025-03-20 09:48:00.000000,ACC-N0036,ACC-N0037,3573.68,USD,XFER,ONL,GB,US,,
T-001005,2025-05-01 13:08:00.000000,ACC-N0088,ACC-SMF07,9279.99,USD,XFER,ONL,DE,FR,,
T-001006,2025-04-19 02:25:00.000000,ACC-STR09,ACC-N0035,9395.26,USD,XFER,BRN,US,US,Y,STRUCTURING
T-001007,2025-04-28 00:59:00.000000,ACC-N0132,ACC-N0211,12844.16,USD,XFER,MOB,US,GB,,
T-001008,2025-05-29 17:14:00.000000,ACC-N0058,ACC-N0124,7885.79,USD,XFER,ONL,FR,JP,,
T-001009,2025-04-21 17:09:00.000000,ACC-N0080,ACC-N0082,296.5,USD,XFER,ONL,GB,SG,,
T-001010,2025-03-17 19:19:44.437870,ACC-RCO01,ACC-N0096,14757.25,USD,CSH,BRN,US,US,Y,RAPID_CASHOUT
T-001011,2025-05-04 10:16:00.000000,ACC-STR07,ACC-SMF12,127.48,USD,WD,BRN,JP,US,,
T-001012,2025-05-25 20:09:00.000000,ACC-N0098,ACC-N0037,3441.37,USD,XFER,ONL,US,GB,,
T-001013,2025-05-26 23:27:00.000000,ACC-LAY15,ACC-N0215,4152.37,USD,WD,ATM,FR,GB,,
T-001014,2025-04-07 16:50:00.000000,ACC-N0205,ACC-N0173,13495.15,USD,XFER,ONL,FR,SG,,
T-001015,2025-03-02 03:34:00.000000,ACC-N0074,ACC-N0199,9030.18,USD,XFER,MOB,GB,US,,
T-001016,2025-04-18 10:14:00.000000,ACC-STR09,ACC-N0035,9711.13,USD,CSH,ATM,US,US,Y,STRUCTURING
T-001017,2025-03-03 13:06:39.961987,ACC-HUB02,ACC-SMF07,7769.23,USD,XFER,ONL,US,US,Y,SMURFING
T-001018,2025-05-25 06:01:00.000000,ACC-N0094,ACC-N0176,11631.04,USD,XFER,ONL,DE,US,,
T-001019,2025-04-25 18:43:00.000000,ACC-N0209,ACC-HUB01,11828.01,USD,WD,BRN,US,DE,,
T-001020,2025-05-15 04:12:00.000000,ACC-RCO07,ACC-N0166,3999.26,USD,WD,ATM,GB,AU,,
T-001021,2025-05-22 20:02:00.000000,ACC-N0024,ACC-N0109,6697.02,USD,XFER,MOB,JP,US,,
T-001022,2025-03-17 01:37:00.000000,ACC-LAY17,ACC-N0021,10025.69,USD,XFER,MOB,CA,US,,
T-001023,2025-04-24 04:21:00.000000,ACC-HUB01,ACC-N0152,14396.12,USD,XFER,MOB,JP,DE,,
T-001024,2025-04-22 07:52:00.000000,ACC-LAY05,ACC-N0131,1539.49,USD,DEP,ONL,SG,SG,,
T-001025,2025-05-23 17:29:00.000000,ACC-N0125,ACC-N0033,9339.15,USD,WD,BRN,FR,FR,,
T-001026,2025-05-06 08:18:00.000000,ACC-LAY09,ACC-LAY10,129133.51,USD,WIRE,WR,JP,SG,Y,LAYERING
T-001027,2025-04-18 09:09:00.000000,ACC-N0164,ACC-N0192,10442.81,USD,XFER,MOB,US,CA,,
T-001028,2025-03-06 03:16:00.000000,ACC-N0154,ACC-N0063,161.2,USD,WD,BRN,CA,GB,,
T-001029,2025-03-10 07:36:00.000000,ACC-N0026,ACC-SMF01,8210.7,USD,XFER,MOB,CA,DE,,
T-001030,2025-04-24 18:38:00.000000,ACC-N0093,ACC-N0109,1490.74,USD,WD,ATM,SG,CA,,
T-001031,2025-04-04 05:46:00.000000,ACC-N0187,ACC-N0196,8928.83,USD,DEP,ATM,US,AU,,
T-001032,2025-03-03 09:18:00.000000,ACC-N0100,ACC-N0187,7441.9,USD,XFER,ONL,DE,AU,,
T-001033,2025-04-04 18:05:00.000000,ACC-N0095,ACC-N0215,11306.31,USD,DEP,BRN,FR,DE,,
T-001034,2025-04-17 15:50:00.000000,ACC-N0201,ACC-N0199,7254.51,USD,DEP,BRN,DE,CA,,
T-001035,2025-04-01 08:49:00.000000,ACC-N0145,ACC-N0197,8833.48,USD,WD,ATM,SG,JP,,
T-001036,2025-05-27 09:10:00.000000,ACC-N0018,ACC-RCO08,10670.34,USD,XFER,ONL,DE,DE,,
T-001037,2025-04-22 08:31:00.000000,ACC-N0054,ACC-N0086,2833.48,USD,DEP,BRN,AU,AU,,
T-001038,2025-05-01 12:00:00.000000,ACC-N0045,ACC-N0094,7923.23,USD,DEP,ATM,SG,FR,,
T-001039,2025-05-02 06:19:00.000000,ACC-N0077,ACC-N0057,10829.38,USD,WD,ATM,AU,DE,,
T-001040,2025-05-11 17:36:00.873325,ACC-HUB04,ACC-SMF24,7559.35,USD,XFER,ONL,US,US,Y,SMURFING
T-001041,2025-04-14 04:22:00.000000,ACC-N0063,ACC-SMF23,13833.17,USD,DEP,BRN,FR,GB,,
T-001042,2025-05-04 21:32:00.000000,ACC-N0035,ACC-N0052,8642.68,USD,WD,BRN,JP,DE,,
T-001043,2025-04-27 06:27:00.000000,ACC-N0087,ACC-LAY11,13510.85,USD,WD,ATM,CA,CA,,
T-001044,2025-05-09 09:28:00.000000,ACC-N0068,ACC-N0046,9578.23,USD,XFER,MOB,CA,AU,,
T-001045,2025-03-29 00:10:00.000000,ACC-SMF20,ACC-SMF03,10082.76,USD,WD,ATM,SG,DE,,
T-001046,2025-05-01 03:39:24.720714,ACC-RCO06,ACC-STR07,7326.82,USD,CSH,ATM,US,US,Y,RAPID_CASHOUT
T-001047,2025-04-17 16:03:00.000000,ACC-N0091,ACC-N0061,14081.23,USD,XFER,MOB,GB,DE,,
T-001048,2025-04-14 11:26:00.000000,ACC-N0010,ACC-N0145,6005.72,USD,XFER,ONL,GB,FR,,
T-001049,2025-05-04 22:43:00.000000,ACC-LAY04,ACC-N0069,10249.44,USD,XFER,ONL,FR,US,,
T-001050,2025-04-07 02:26:00.000000,ACC-N0094,ACC-SMF18,13838.86,USD,DEP,ONL,CA,DE,,
T-001051,2025-04-29 14:49:00.000000,ACC-N0154,ACC-LAY23,1808.33,USD,XFER,MOB,GB,SG,,
T-001052,2025-03-04 12:33:00.000000,ACC-N0170,ACC-N0015,1866.48,USD,XFER,MOB,SG,CA,,
T-001053,2025-03-23 16:07:00.000000,ACC-N0142,ACC-N0122,10499.45,USD,XFER,MOB,US,JP,,
T-001054,2025-04-16 18:19:00.000000,ACC-N0075,ACC-N0070,14100.45,USD,XFER,MOB,FR,US,,
T-001055,2025-03-07 17:31:00.000000,ACC-N0109,ACC-LAY01,5807.25,USD,XFER,MOB,JP,FR,,
T-001056,2025-03-24 00:45:00.000000,ACC-N0106,ACC-N0026,12377.08,USD,DEP,ATM,SG,JP,,
T-001057,2025-05-28 22:32:00.000000,ACC-LAY17,ACC-N0045,4505.1,USD,DEP,BRN,GB,GB,,
T-001058,2025-03-28 06:18:00.000000,ACC-N0080,ACC-N0213,5864.78,USD,XFER,ONL,JP,JP,,
T-001059,2025-05-13 00:08:00.000000,ACC-N0216,ACC-SMF01,4444.47,USD,DEP,BRN,SG,US,,
T-001060,2025-04-14 10:44:00.000000,ACC-STR12,ACC-N0107,9370.59,USD,XFER,ATM,US,US,Y,STRUCTURING
T-001061,2025-05-08 05:05:00.000000,ACC-SMF22,ACC-N0128,1893.81,USD,XFER,MOB,SG,JP,,
T-001062,2025-03-09 02:02:00.000000,ACC-LAY12,ACC-LAY16,12929.31,USD,XFER,ONL,AU,JP,,
T-001063,2025-04-09 03:36:00.000000,ACC-N0176,ACC-LAY07,8686.93,USD,XFER,ONL,GB,AU,,
T-001064,2025-04-07 01:38:00.000000,ACC-N0083,ACC-SMF04,3530.71,USD,WD,ATM,GB,FR,,
T-001065,2025-04-03 03:25:00.000000,ACC-LAY01,ACC-LAY02,83672.82,USD,WIRE,WR,JP,SG,Y,LAYERING
T-001066,2025-05-25 15:59:00.000000,ACC-N0149,ACC-N0032,2659.73,USD,DEP,BRN,CA,SG,,
T-001067,2025-03-08 01:23:00.000000,ACC-STR08,ACC-N0112,9759.69,USD,XFER,BRN,US,US,Y,STRUCTURING
T-001068,2025-05-27 16:25:00.000000,ACC-N0046,ACC-N0115,5149.86,USD,WD,ATM,JP,CA,,
T-001069,2025-04-01 06:27:00.000000,ACC-N0160,ACC-SMF02,14762.26,USD,XFER,MOB,DE,GB,,
T-001070,2025-04-10 00:32:00.000000,ACC-N0114,ACC-N0021,661.32,USD,DEP,ONL,AU,JP,,
T-001071,2025-05-18 16:18:23.641710,ACC-HUB01,ACC-SMF05,7544.48,USD,XFER,ONL,US,US,Y,SMURFING
T-001072,2025-03-17 20:49:00.000000,ACC-N0091,ACC-RCO06,14636.83,USD,XFER,MOB,AU,FR,,
T-001073,2025-05-01 19:34:00.000000,ACC-N0160,ACC-N0119,1706.15,USD,XFER,ONL,AU,FR,,
T-001074,2025-03-19 19:38:00.000000,ACC-STR01,ACC-SMF24,8915.17,USD,CSH,ATM,US,US,Y,STRUCTURING
T-001075,2025-03-20 05:32:00.000000,ACC-STR01,ACC-SMF24,9422.9,USD,XFER,ATM,US,US,Y,STRUCTURING
T-001076,2025-04-11 15:09:00.000000,ACC-N0218,ACC-N0053,14247.81,USD,WD,BRN,CA,CA,,
T-001077,2025-04-01 17:17:00.000000,ACC-N0136,ACC-SMF08,9702.31,USD,XFER,ONL,FR,US,,
T-001078,2025-03-09 18:25:00.000000,ACC-N0038,ACC-LAY01,4940.22,USD,XFER,MOB,AU,DE,,
T-001079,2025-05-19 13:55:00.000000,ACC-N0206,ACC-N0083,4200.51,USD,XFER,ONL,SG,SG,,
T-001080,2025-05-06 20:18:00.000000,ACC-LAY10,ACC-LAY11,127372.17,USD,WIRE,WR,SG,AU,Y,LAYERING
T-001081,2025-05-12 13:00:00.000000,ACC-N0006,ACC-N0080,10931.64,USD,WD,BRN,SG,AU,,
T-001082,2025-05-13 10:51:00.000000,ACC-N0173,ACC-N0159,3841.02,USD,XFER,ONL,AU,JP,,
T-001083,2025-05-21 00:48:00.000000,ACC-N0113,ACC-N0087,12823.92,USD,WD,BRN,JP,DE,,
T-001084,2025-03-03 11:37:00.000000,ACC-SMF23,ACC-N0038,1179.14,USD,XFER,MOB,FR,GB,,
T-001085,2025-04-06 17:32:00.000000,ACC-N0106,ACC-N0129,14211.92,USD,XFER,ONL,JP,GB,,
T-001086,2025-05-11 08:05:00.000000,ACC-RCO10,ACC-N0007,10730.12,USD,XFER,MOB,CA,SG,,
T-001087,2025-05-01 11:23:00.000000,ACC-RCO03,ACC-N0167,10284.6,USD,XFER,ONL,JP,FR,,
T-001088,2025-03-09 09:52:00.000000,ACC-STR08,ACC-N0058,10663.92,USD,DEP,BRN,DE,FR,,
T-001089,2025-03-01 02:54:00.000000,ACC-N0128,ACC-N0204,4945.34,USD,WD,ATM,AU,DE,,
T-001090,2025-04-21 12:57:00.000000,ACC-N0141,ACC-SMF02,7998.37,USD,XFER,MOB,DE,GB,,
T-001091,2025-03-15 19:12:00.000000,ACC-N0067,ACC-SMF08,9737.48,USD,XFER,MOB,FR,SG,,
T-001092,2025-05-25 08:26:00.000000,ACC-HUB02,ACC-LAY23,4602.5,USD,XFER,MOB,GB,GB,,
T-001093,2025-04-21 11:59:00.000000,ACC-STR06,ACC-N0122,12655.05,USD,XFER,MOB,DE,DE,,
T-001094,2025-05-08 03:31:14.122118,ACC-RCO09,ACC-N0034,5692.37,USD,CSH,BRN,US,US,Y,RAPID_CASHOUT
T-001095,2025-03-02 05:15:00.000000,ACC-N0119,ACC-RCO03,13236.76,USD,XFER,MOB,GB,GB,,
T-001096,2025-04-06 10:43:00.000000,ACC-N0147,ACC-N0173,5867.46,USD,XFER,MOB,DE,AU,,
T-001097,2025-03-13 14:42:00.000000,ACC-N0139,ACC-STR03,10781.12,USD,XFER,ONL,FR,SG,,
T-001098,2025-03-18 13:56:00.000000,ACC-N0141,ACC-N0183,8619.92,USD,WD,ATM,JP,AU,,
T-001099,2025-05-09 00:42:00.000000,ACC-N0031,ACC-N0023,2799.36,USD,DEP,BRN,CA,US,,
T-001100,2025-03-09 15:18:00.000000,ACC-N0052,ACC-N0067,14902.59,USD,XFER,MOB,FR,SG,,
T-001101,2025-05-20 00:12:38.639672,ACC-HUB01,ACC-SMF04,8885.33,USD,XFER,ONL,US,US,Y,SMURFING
T-001102,2025-05-17 21:40:00.000000,ACC-N0068,ACC-N0060,7172.99,USD,DEP,ATM,AU,US,,
T-001103,2025-05-11 01:38:00.000000,ACC-N0131,ACC-N0008,1984.76,USD,XFER,ONL,FR,AU,,
T-001104,2025-05-17 17:00:00.000000,ACC-N0112,ACC-N0112,14492.88,USD,XFER,MOB,CA,DE,,
T-001105,2025-04-04 06:57:00.000000,ACC-SMF15,ACC-N0006,14276.35,USD,XFER,ONL,GB,JP,,
T-001106,2025-05-18 18:40:12.387107,ACC-HUB01,ACC-SMF03,9363.25,USD,XFER,ONL,US,US,Y,SMURFING
T-001107,2025-03-28 16:25:00.000000,ACC-LAY16,ACC-N0192,5350.16,USD,DEP,ONL,AU,AU,,
T-001108,2025-03-30 02:23:00.000000,ACC-N0071,ACC-N0139,12487.55,USD,XFER,ONL,CA,SG,,
T-001109,2025-04-28 11:48:00.000000,ACC-LAY09,ACC-N0189,1760.06,USD,XFER,MOB,US,SG,,
T-001110,2025-05-18 19:19:00.000000,ACC-N0121,ACC-LAY17,9506.67,USD,DEP,BRN,JP,AU,,
T-001111,2025-05-26 14:55:00.000000,ACC-N0130,ACC-N0064,3210.73,USD,XFER,ONL,JP,JP,,
T-001112,2025-05-22 23:10:00.000000,ACC-N0183,ACC-N0144,7723.28,USD,WD,ATM,DE,DE,,
T-001113,2025-05-22 07:53:00.000000,ACC-N0038,ACC-LAY11,1121.87,USD,DEP,ATM,GB,JP,,
T-001114,2025-04-13 13:55:00.000000,ACC-N0002,ACC-N0211,2104.37,USD,XFER,ONL,US,US,,
T-001115,2025-03-31 03:51:00.000000,ACC-N0052,ACC-N0106,9904.01,USD,XFER,ONL,GB,GB,,
T-001116,2025-04-12 20:21:00.000000,ACC-N0184,ACC-N0058,5813.17,USD,DEP,ONL,GB,CA,,
T-001117,2025-03-26 00:50:00.000000,ACC-N0141,ACC-N0079,3933.36,USD,WD,ATM,AU,JP,,
T-001118,2025-03-03 04:41:16.725061,ACC-HUB02,ACC-SMF11,8365.69,USD,XFER,ONL,US,US,Y,SMURFING
T-001119,2025-03-31 03:01:00.000000,ACC-N0184,ACC-N0147,4289.52,USD,XFER,MOB,GB,FR,,
T-001120,2025-03-13 05:21:00.000000,ACC-N0196,ACC-N0169,8204.79,USD,XFER,ONL,SG,FR,,
T-001121,2025-04-04 02:26:00.000000,ACC-STR03,ACC-N0018,8802.83,USD,DEP,BRN,GB,US,,
